X,Y,QUERY_FIELD,IN_DASHBOARD,OBJECTID,LOCATION,LOCATION_NUMBER,LOCATION_NAME,POD_LATITUDE,POD_LONGITUDE,POD_ALTITUDE,READING_DATESTAMP_UTC,TEMPERATURE_C,PRESSURE_MBAR,HUMIDITY_RH,NOISE_LEVEL_DB,PEAK_NOISE_DB,CO_SCALED_PPB,NO_SCALED_PPB,SO2_SCALED_PPB,NO2_SCALED_PPB,O3_SCALED_PPB,CO2_SCALED_PPM,PM10_SCALED_UGM3,PM4_SCALED_UGM3,PM2_5_SCALED_UGM3,PM1_SCALED_UGM3,PM_TOTAL_SCALED_UGM3,AQHI,PM_TPC_SCALED_COUNTM3,NOX_PPB,GlobalID
-80.48289672,43.4528475,READING,N,373,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/08 20:15:00+00,24.9,969.6,44.7,78.4,87.7,308.41,0.24,0.04,5.94,50.66,426.0,13.83,6.72,4.87,2.98,13.83,3.0,0.9,6.18,372a2430-3752-4356-9ff9-67e8aae02195
-80.48289672,43.4528475,READING,N,374,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/08 20:30:00+00,24.6,969.8,44.8,77.9,87.0,305.53,0.37,,5.53,50.7,422.0,11.35,6.36,4.63,2.84,11.35,3.0,0.86,5.9,f77909ba-faf1-47db-b69a-4614f9434da2
-80.48289672,43.4528475,READING,N,375,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/08 20:45:00+00,24.4,970.3,45.1,76.9,90.1,304.88,0.27,0.34,7.54,47.69,425.0,13.27,7.45,5.31,3.15,13.27,3.0,0.96,7.81,475aa818-b600-4525-b452-557f905b91e8
-80.48289672,43.4528475,READING,N,376,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/08 21:00:00+00,24.2,970.1,45.0,77.6,87.7,310.88,0.35,,6.4,54.47,429.0,14.38,6.36,4.72,3.09,14.38,3.0,0.92,6.75,55946a47-2da7-49e7-af2d-4a6f19ad3e56
-80.48289672,43.4528475,READING,N,377,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/08 21:15:00+00,24.0,969.9,45.2,76.7,86.0,312.81,0.32,0.13,7.11,50.96,424.0,12.85,6.86,5.01,3.21,12.85,3.0,0.98,7.43,d4fbe658-b320-43c0-99e6-7995538bfb8f
-80.48289672,43.4528475,READING,N,378,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/08 21:30:00+00,23.6,969.8,45.3,76.6,88.2,315.91,0.23,0.19,6.67,55.34,427.0,11.86,6.72,5.31,3.6,11.86,3.0,1.08,6.9,175f11bd-8f17-4dc0-ac84-38ff4ed86907
-80.48289672,43.4528475,READING,N,379,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/08 21:45:00+00,23.1,970.0,45.8,75.6,88.3,323.51,0.2,0.27,7.29,53.35,427.0,14.71,6.69,5.16,3.57,14.71,3.0,1.08,7.49,71e72a27-5c29-4465-997f-13422d9ae509
-80.48289672,43.4528475,READING,N,380,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/08 22:00:00+00,22.8,969.7,46.3,75.0,83.7,325.97,0.28,0.3,6.89,53.8,427.0,13.58,7.0,5.2,3.52,13.58,3.0,1.06,7.17,4e922150-ce8b-4b2d-933d-c2ad8d7117a7
-80.46121771,43.4535745,READING,N,381,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/08 22:15:00+00,22.8,971.1,42.3,72.2,89.2,189.05,0.08,0.76,7.52,70.49,449.0,19.79,12.35,11.72,10.71,20.4,4.0,2.28,7.6,48d67675-fc41-4e11-8c16-bef6178d5d6e
-80.46121771,43.4535745,READING,N,382,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/08 22:30:00+00,22.4,971.2,43.3,64.2,83.4,199.41,0.03,1.07,8.73,60.84,447.0,18.76,11.77,11.12,9.83,18.8,4.0,2.11,8.76,cbe84630-1beb-4004-93ee-d1944aaf01fc
-80.46121771,43.4535745,READING,N,383,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/08 22:45:00+00,22.3,971.2,43.6,68.0,87.6,196.39,0.1,0.8,6.53,65.47,450.0,24.13,12.24,11.88,10.75,24.78,4.0,2.3,6.63,1b14a67a-5d0d-4171-8a2b-63f9b6abfb8e
-80.46121771,43.4535745,READING,N,384,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/08 23:00:00+00,22.0,970.6,43.7,69.3,87.4,204.86,0.05,0.72,7.24,64.56,450.0,22.14,12.51,12.21,11.28,24.83,4.0,2.38,7.29,38cf3a72-c2c1-4f79-adfb-487c63d3ae41
-80.48289672,43.4528475,READING,N,385,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/08 22:15:00+00,22.4,968.9,46.4,76.8,91.5,320.82,0.29,,5.98,58.99,424.0,11.61,6.61,5.27,3.6,11.61,3.0,1.09,6.27,fb72aeea-4f0e-4840-a155-4acce5308e81
-80.48289672,43.4528475,READING,N,386,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/08 22:30:00+00,21.8,969.0,47.3,75.1,83.4,333.27,0.43,0.23,7.67,52.87,428.0,11.88,6.88,5.33,3.51,11.88,3.0,1.08,8.1,3169110a-0899-45cc-b904-2fdf3f945215
-80.48289672,43.4528475,READING,N,387,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/08 22:45:00+00,21.6,969.1,48.0,75.4,89.7,335.32,0.36,0.17,6.97,58.64,422.0,10.92,6.2,5.07,3.55,10.92,4.0,1.06,7.33,de3c6018-83b8-46d1-ad07-bda729c68410
-80.48289672,43.4528475,READING,N,388,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/08 23:00:00+00,21.3,969.0,48.2,74.7,88.9,330.4,0.42,0.03,6.88,60.48,425.0,13.06,7.22,5.45,3.67,13.06,4.0,1.12,7.3,162aacc9-9cf1-4409-97b8-85ae4f0ea6ee
-80.50395272,43.4441815,READING,N,389,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/08 21:15:00+00,23.7,971.6,41.0,73.5,90.9,209.26,0.05,1.66,8.42,62.7,418.0,22.37,12.86,11.57,9.07,24.46,4.0,4.17,8.47,3997fcf6-c729-4e57-9470-f1a263d73e47
-80.50395272,43.4441815,READING,N,390,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/08 21:30:00+00,23.2,971.7,41.3,75.6,90.3,209.43,0.06,1.42,8.15,67.03,424.0,22.58,13.86,12.49,9.85,23.07,4.0,4.5,8.21,96c704fc-5e25-43cd-9150-2b0450242d93
-80.50395272,43.4441815,READING,N,391,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/08 21:45:00+00,22.6,971.6,41.9,75.9,94.6,218.99,0.08,1.03,7.27,68.69,414.0,23.02,14.44,13.19,10.21,23.51,4.0,4.74,7.35,338407ba-695d-4bcc-9c60-083882864413
-80.50395272,43.4441815,READING,N,392,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/08 22:00:00+00,22.0,972.2,42.6,77.4,95.1,230.88,0.14,0.81,6.75,69.39,414.0,21.37,14.06,13.09,10.55,21.87,4.0,4.79,6.89,495273e9-548c-4720-aac3-6aa8520bf753
-80.49204272,43.43330349,READING,N,393,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/08 22:15:00+00,22.9,971.6,45.4,77.8,96.4,281.52,0.08,2.09,9.99,51.05,389.0,19.19,12.65,11.52,9.71,29.22,4.0,4.44,10.07,01442bdc-4c88-4af2-aa66-6def0458b5b6
-80.49204272,43.43330349,READING,N,394,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/08 22:30:00+00,22.5,971.1,46.0,72.6,84.7,287.2,0.05,1.75,9.93,48.48,389.0,17.49,12.09,11.01,9.32,17.52,4.0,4.19,9.98,6efa9028-34cc-4bdf-9fa3-99802f687ff7
-80.49204272,43.43330349,READING,N,395,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/08 22:45:00+00,22.1,971.1,46.5,75.7,91.5,293.44,0.08,1.77,9.8,48.59,388.0,20.52,12.66,11.6,10.01,20.96,4.0,4.58,9.88,76884f75-8f78-471d-81e5-16b23ed4f160
-80.49204272,43.43330349,READING,N,396,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/08 23:00:00+00,21.9,971.4,46.7,78.2,94.4,289.63,,1.67,9.22,53.1,385.0,20.52,13.55,12.56,10.88,30.55,4.0,5.02,9.22,a31b37e1-511a-4d34-974a-1f415d7810cf
-80.46121771,43.4535745,READING,N,397,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/08 23:15:00+00,21.6,970.6,44.2,72.0,88.8,208.71,0.13,0.27,5.39,74.89,454.0,22.69,13.22,12.79,11.67,23.29,5.0,2.49,5.52,f239f6eb-94d3-473b-99a2-37368fe5fe4f
-80.46121771,43.4535745,READING,N,398,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/08 23:30:00+00,21.2,970.3,44.7,68.3,88.7,213.91,0.21,0.51,7.59,67.99,447.0,21.48,13.46,12.73,11.29,21.53,5.0,2.43,7.8,bf662bba-e2b9-43dc-b3df-336005354e0f
-80.46121771,43.4535745,READING,N,399,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/08 23:45:00+00,20.8,970.4,45.3,68.1,83.1,212.4,0.11,0.37,7.25,69.93,442.0,25.72,12.64,12.04,10.59,42.53,5.0,2.3,7.36,27b5fcf3-eb12-4f81-8139-07c95cee7205
-80.46121771,43.4535745,READING,N,400,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/09 00:00:00+00,20.5,970.5,45.6,69.8,90.6,214.35,0.36,0.24,7.23,68.3,440.0,22.36,12.05,11.25,9.77,24.49,5.0,2.14,7.59,305130f5-3b46-4aba-aa65-f555e2a5fd46
-80.50395272,43.4441815,READING,N,401,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/08 22:15:00+00,21.7,971.5,43.2,73.3,88.5,227.64,0.05,0.89,7.33,66.1,417.0,20.3,15.29,14.39,11.52,20.3,5.0,5.25,7.38,d654d8e4-6f57-443a-b495-944a7a0ca03b
-80.50395272,43.4441815,READING,N,402,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/08 22:30:00+00,21.4,971.4,43.8,71.9,86.3,232.8,0.21,0.77,7.35,64.66,417.0,22.29,14.39,13.72,11.11,22.79,5.0,5.04,7.56,e319c432-0899-4df4-b15f-7a77626958a0
-80.50395272,43.4441815,READING,N,403,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/08 22:45:00+00,21.2,971.4,44.2,73.1,87.5,235.82,0.27,0.74,7.4,66.06,421.0,23.39,15.48,14.47,11.43,35.78,5.0,5.25,7.67,8b7a4e16-97f7-4129-8b5d-64da4f46cee3
-80.50395272,43.4441815,READING,N,404,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/08 23:00:00+00,20.9,971.9,44.4,71.6,85.4,235.05,0.37,0.68,7.06,65.42,416.0,19.0,14.83,13.88,11.05,19.0,5.0,5.06,7.43,2a3ea3d5-dc4a-40d3-86c3-f861a3175434
-80.50396672,43.4401795,READING,N,405,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/08 22:15:00+00,23.9,970.4,38.7,74.1,91.0,315.42,0.15,0.24,7.78,72.43,422.0,21.07,13.19,11.31,8.54,22.72,5.0,8.54,7.93,3904a816-9338-40e4-8be6-bc3b6424dce2
-80.50396672,43.4401795,READING,N,406,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/08 22:30:00+00,23.3,970.6,39.4,74.7,96.0,320.06,0.09,0.01,7.51,72.72,421.0,23.34,14.13,12.17,9.17,23.84,5.0,9.15,7.6,fdcbeb7f-919d-4388-9c36-8032e53a3ce9
-80.50396672,43.4401795,READING,N,407,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/08 22:45:00+00,22.9,970.8,40.1,72.4,90.5,320.96,0.18,0.01,7.76,70.95,424.0,20.71,14.42,12.54,9.51,20.74,5.0,9.5,7.94,2a56b612-d872-473a-b2a4-0a07666d693f
-80.50396672,43.4401795,READING,N,408,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/08 23:00:00+00,22.4,971.3,40.7,73.7,94.6,327.44,0.11,0.11,8.92,68.32,422.0,23.55,14.68,12.71,9.56,24.06,5.0,9.57,9.03,743f3f0f-8277-4ba6-8ca9-a869d7ddc281
-80.49204272,43.43330349,READING,N,409,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/08 23:15:00+00,21.6,971.1,47.2,76.1,96.3,292.71,0.16,1.52,8.97,55.8,385.0,18.08,13.98,13.65,12.29,18.11,4.0,6.06,9.13,145e3a60-baa3-49fe-a5b3-e2f357720e81
-80.49204272,43.43330349,READING,N,410,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/08 23:30:00+00,21.3,970.8,47.9,75.5,92.1,300.33,0.09,1.49,9.95,51.93,391.0,17.62,14.48,13.97,12.57,17.62,4.0,6.49,10.04,7a7b779b-588e-46ff-bb14-622fd1f45d77
-80.49204272,43.43330349,READING,N,411,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/08 23:45:00+00,21.0,970.8,48.3,72.8,89.6,298.22,0.17,1.26,10.12,50.49,389.0,18.6,13.8,12.95,11.14,28.22,4.0,5.16,10.29,92b4d8a5-08fd-480a-8a43-ac5c9616df3c
-80.49204272,43.43330349,READING,N,412,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/09 00:00:00+00,20.8,970.5,48.7,74.1,86.8,303.28,0.16,1.24,10.14,47.85,387.0,16.83,12.7,11.61,9.91,17.24,4.0,4.5,10.3,331f3985-d6a6-4bd4-9fca-f8a2d1302fca
-80.48289672,43.4528475,READING,N,413,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/08 23:15:00+00,20.9,969.6,48.8,75.3,94.7,336.23,0.43,0.01,6.93,61.58,424.0,12.02,7.01,5.49,3.76,12.02,4.0,1.13,7.36,aa4d1c0d-46a1-45d2-a334-6598f1d753ed
-80.48289672,43.4528475,READING,N,414,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/08 23:30:00+00,20.6,969.2,49.3,73.7,89.3,338.13,0.54,0.11,7.36,61.48,426.0,15.52,7.08,5.5,3.75,15.52,4.0,1.14,7.9,9c4e6995-8513-4f99-83ef-62dc98b2b089
-80.48289672,43.4528475,READING,N,415,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/08 23:45:00+00,20.3,968.6,49.8,74.8,87.1,339.93,0.59,0.1,7.87,59.4,425.0,13.09,7.34,5.59,3.78,13.09,4.0,1.14,8.46,6fae20ed-9dd6-457b-b585-1954302211c9
-80.48289672,43.4528475,READING,N,416,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/09 00:00:00+00,20.0,968.5,50.2,74.4,86.6,341.38,0.52,,7.28,60.37,425.0,13.78,7.2,5.47,3.77,13.78,4.0,1.16,7.8,c7994964-41f8-411d-9a70-d4c10f1e3615
-80.46121771,43.4535745,READING,N,417,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/09 00:15:00+00,20.2,970.6,45.8,67.2,85.1,210.23,0.15,0.35,7.73,68.48,445.0,24.43,12.62,11.24,9.62,25.08,5.0,2.13,7.88,864d2f14-e429-4ac4-9127-8e607b98d7c2
-80.46121771,43.4535745,READING,N,418,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/09 00:30:00+00,19.9,970.7,46.0,68.5,87.6,207.0,0.3,0.12,7.45,66.18,448.0,20.37,11.82,10.66,9.1,20.41,5.0,2.02,7.75,117541d8-659b-4144-acea-4ceccbf6eda7
-80.46121771,43.4535745,READING,N,419,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/09 00:45:00+00,19.7,970.1,46.2,74.1,94.4,213.58,0.28,0.14,7.34,66.69,445.0,24.67,11.37,10.81,9.68,41.48,5.0,2.1,7.62,09299e11-a41b-4e15-a0f3-b3947e7b688b
-80.46121771,43.4535745,READING,N,420,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/09 01:00:00+00,19.5,970.3,46.6,67.9,91.5,216.79,0.13,0.27,7.73,66.31,448.0,21.62,11.28,10.35,9.0,21.66,5.0,1.96,7.86,2baaf745-da41-409d-b7d0-159a06927fd3
-80.50395272,43.4441815,READING,N,421,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/08 23:15:00+00,20.7,972.0,44.8,73.1,88.1,243.49,0.34,0.57,7.84,66.21,423.0,19.98,14.33,13.4,10.64,21.57,5.0,4.9,8.18,01e1aba9-3fe5-4e80-828f-abb7aa9843df
-80.50395272,43.4441815,READING,N,422,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/08 23:30:00+00,20.5,971.9,45.2,68.8,86.5,236.17,0.35,0.6,8.06,63.98,423.0,18.37,12.93,12.01,9.69,19.97,5.0,4.47,8.41,71bc9836-4eeb-4db3-a73d-374171ce39f4
-80.50395272,43.4441815,READING,N,423,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/08 23:45:00+00,20.2,971.8,45.4,72.2,91.7,240.5,0.48,0.53,7.61,66.52,419.0,20.88,13.03,11.87,9.45,21.38,5.0,4.4,8.09,8c4c9dd3-10f0-4d46-96c9-56e1b339aebb
-80.50395272,43.4441815,READING,N,424,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/09 00:00:00+00,20.0,971.8,45.6,73.2,90.7,243.49,0.43,0.46,7.07,66.31,420.0,21.8,13.45,11.83,9.29,23.42,5.0,4.31,7.5,684d2f4f-3223-4c1b-8979-73dc14174cbb
-80.50396672,43.4401795,READING,N,425,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/08 23:15:00+00,22.1,970.3,41.1,71.9,93.4,357.31,0.23,,7.77,69.35,424.0,27.77,21.8,19.16,14.58,28.24,5.0,14.58,8.0,7f4b7710-bcb5-48b2-a5d7-44e4692c9914
-80.50396672,43.4401795,READING,N,426,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/08 23:30:00+00,21.6,970.1,41.6,73.4,89.8,360.28,0.21,,7.71,72.89,420.0,26.08,20.05,17.99,13.99,29.53,5.0,14.11,7.92,56fd0df2-6b5b-4eee-a89b-dcbffa93303f
-80.50396672,43.4401795,READING,N,427,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/08 23:45:00+00,21.3,969.6,42.3,70.5,95.4,376.38,0.32,0.17,8.1,66.62,423.0,31.22,24.97,22.13,16.47,31.25,5.0,16.28,8.42,02f873ab-59c5-47b9-8def-6f0a27ede6af
-80.50396672,43.4401795,READING,N,428,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/09 00:00:00+00,20.9,969.3,42.7,70.0,83.7,362.72,0.32,,7.65,66.14,424.0,23.71,17.1,15.29,11.96,24.18,5.0,12.0,7.97,26619dfb-4ea7-4efb-90d5-37ead2312ece
-80.49204272,43.43330349,READING,N,429,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/09 00:15:00+00,20.6,970.7,48.9,74.7,86.2,302.16,0.2,1.28,9.86,48.1,389.0,15.59,12.42,11.49,9.9,15.59,4.0,4.48,10.06,6e488ba2-a0db-44e3-8761-56f72f38e6a8
-80.49204272,43.43330349,READING,N,430,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/09 00:30:00+00,20.4,970.6,49.2,74.7,89.7,299.64,0.23,1.23,10.04,50.85,389.0,17.57,12.09,11.06,9.41,17.6,4.0,4.26,10.27,7bee0a1f-e968-4ede-baf0-f514668a5312
-80.49204272,43.43330349,READING,N,431,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/09 00:45:00+00,20.1,970.3,49.5,74.5,83.9,299.83,0.22,1.21,9.65,50.08,383.0,16.95,11.82,10.64,9.04,16.98,4.0,4.06,9.87,acd10d3b-f391-482d-a5e3-6f5517d868b3
-80.49204272,43.43330349,READING,N,432,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/09 01:00:00+00,19.9,970.0,49.6,76.4,86.4,298.73,0.28,1.35,9.67,52.29,388.0,16.5,12.2,11.21,9.63,16.53,4.0,4.34,9.95,e358f5ad-b2e3-4a15-a082-393fc6c78f39
-80.48289672,43.4528475,READING,N,433,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/09 00:15:00+00,19.8,968.6,50.3,75.0,87.7,346.0,0.54,,7.34,57.69,426.0,13.23,7.38,5.54,3.68,13.23,4.0,1.12,7.88,e635de3c-3e7e-47cf-ac3a-b5e36eae2e51
-80.48289672,43.4528475,READING,N,434,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/09 00:30:00+00,19.6,968.5,50.4,75.0,87.1,344.06,0.66,,7.19,54.74,425.0,13.21,7.36,5.43,3.56,13.21,4.0,1.11,7.85,42b048c1-f73c-4ad3-99d8-900304927f30
-80.48289672,43.4528475,READING,N,435,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/09 00:45:00+00,19.4,968.1,50.6,74.2,81.7,337.43,0.66,,7.4,57.15,424.0,15.58,7.47,5.48,3.63,15.58,4.0,1.1,8.06,dc240c8a-282b-403f-a505-c69eb198f192
-80.48289672,43.4528475,READING,N,436,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/09 01:00:00+00,19.2,968.3,50.9,73.9,85.9,338.38,0.78,,7.25,54.51,423.0,12.06,7.05,5.22,3.43,12.06,4.0,1.04,8.03,6eb5085c-5c11-424e-b49d-f19cbdc6f599
-80.46121771,43.4535745,READING,N,437,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/09 01:15:00+00,19.3,970.4,46.8,71.0,88.7,214.98,0.25,0.27,7.77,63.97,439.0,23.05,11.85,11.21,9.97,23.7,5.0,2.17,8.02,27f5323b-e37f-4369-b79a-9b9a92c21f37
-80.46121771,43.4535745,READING,N,438,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/09 01:30:00+00,19.2,970.5,47.0,66.5,88.2,214.83,0.2,0.32,7.93,63.32,439.0,19.69,10.96,10.08,8.75,19.73,5.0,1.89,8.13,0d97694c-8030-474e-ac38-06196c3a401f
-80.46121771,43.4535745,READING,N,439,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/09 01:45:00+00,19.2,970.4,47.0,67.2,94.7,212.5,0.4,0.37,8.17,59.93,442.0,17.97,10.64,9.54,8.27,18.01,5.0,1.79,8.57,2f7718b8-6fb7-4d34-b0a4-2300ebfa0247
-80.46121771,43.4535745,READING,N,440,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/09 02:00:00+00,19.1,971.1,47.3,65.7,81.5,206.98,0.37,0.3,7.78,60.64,444.0,27.39,12.07,10.45,8.87,44.2,5.0,1.96,8.15,ce8f4413-019c-481b-8162-a208b4b23fab
-80.50395272,43.4441815,READING,N,441,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/09 00:15:00+00,19.9,972.1,45.7,70.6,82.9,239.26,0.54,0.48,7.76,62.09,422.0,20.88,12.54,11.33,8.97,21.38,5.0,4.15,8.3,9d8f7e14-9bea-4653-ba56-100405ef0d73
-80.50395272,43.4441815,READING,N,442,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/09 00:30:00+00,19.7,972.0,45.9,69.2,85.7,236.87,0.64,0.54,8.14,61.33,422.0,18.73,12.55,11.26,8.97,18.76,5.0,4.14,8.78,ebeec957-901d-4e43-a42d-9e13e958c9df
-80.50395272,43.4441815,READING,N,443,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/09 00:45:00+00,19.5,971.6,46.1,68.0,79.9,236.93,0.6,0.63,7.5,59.74,417.0,21.5,12.41,11.02,8.8,25.39,5.0,4.05,8.1,58fdca33-5492-49a7-8a61-20e7383d210f
-80.50395272,43.4441815,READING,N,444,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/09 01:00:00+00,19.4,971.3,46.3,66.4,73.6,234.03,0.61,0.42,7.55,58.75,420.0,20.11,11.69,10.4,8.28,20.6,5.0,3.83,8.16,12537432-3f26-4f17-a95a-5bffa942f261
-80.50396672,43.4401795,READING,N,445,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/09 00:15:00+00,20.7,969.7,43.0,69.0,84.4,353.02,0.18,,7.68,65.05,420.0,18.59,13.43,11.59,8.84,18.59,5.0,8.94,7.86,f90357c2-7c2f-4e93-9258-b0609df5f03c
-80.50396672,43.4401795,READING,N,446,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/09 00:30:00+00,20.5,970.4,43.2,69.6,85.7,346.6,0.3,,7.37,64.58,416.0,20.17,12.33,10.48,7.96,20.64,5.0,8.07,7.67,b4aca878-0076-487a-8b5c-5197fc97f863
-80.50396672,43.4401795,READING,N,447,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/09 00:45:00+00,20.2,970.3,43.4,69.3,87.9,338.27,0.3,,7.74,63.17,427.0,18.34,11.81,10.11,7.69,19.96,5.0,7.86,8.04,145b1619-857d-48ac-af73-87cf683842ca
-80.50396672,43.4401795,READING,N,448,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/09 01:00:00+00,20.0,970.0,43.7,68.2,79.3,335.43,0.31,,7.79,62.03,425.0,19.03,11.46,9.82,7.47,19.07,5.0,7.6,8.1,0e1673ac-c2f6-4c52-a898-d91682eec2ba
-80.50396672,43.4401795,READING,N,449,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/09 01:15:00+00,19.9,969.8,43.9,67.6,75.7,322.87,0.25,,7.63,59.54,415.0,15.95,10.95,9.34,7.24,15.95,5.0,7.31,7.88,4fa641dd-9239-4afb-ad71-f4bf747a1fc8
-80.50396672,43.4401795,READING,N,450,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/09 01:30:00+00,19.8,969.8,44.1,67.0,76.9,328.0,0.38,,7.54,58.12,423.0,17.76,11.15,9.32,7.16,17.79,5.0,7.28,7.92,f5a89530-e07a-4f99-954f-3a629cc02386
-80.50396672,43.4401795,READING,N,451,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/09 01:45:00+00,19.6,970.4,44.3,70.0,91.3,331.64,0.33,,7.52,60.49,421.0,20.99,11.64,9.76,7.4,21.5,5.0,7.47,7.85,44be22f7-8e36-4c48-ada5-9d1886ee9ccf
-80.50396672,43.4401795,READING,N,452,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/09 02:00:00+00,19.5,971.0,44.8,72.7,93.9,326.36,0.34,,7.15,61.54,422.0,20.38,10.97,9.48,7.36,20.89,5.0,7.48,7.49,990c0194-fc74-4f7d-a72f-31d9b2737108
-80.49204272,43.43330349,READING,N,453,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/09 01:15:00+00,19.6,969.9,49.9,74.7,84.8,297.91,0.23,1.1,9.5,50.52,383.0,17.97,11.41,10.33,8.84,18.41,4.0,3.96,9.73,25d27038-691d-4fd3-80f1-074b093f8472
